diary,count,mean,std,min,25%,50%,75%,max
1,422.0,0.3992597156398104,0.7360603514886861,-0.9951,-0.33672500000000005,0.86155,0.971225,0.9996
2,48.0,0.22111041666666664,0.6702925446557639,-0.9703,-0.39802499999999996,0.4067,0.849075,0.9913
3,212.0,-0.08349764150943398,0.6109678536886017,-0.9793,-0.6908,-0.11535000000000001,0.4831,0.9783
4,3114.0,0.248742774566474,0.711540612316263,-0.9985,-0.466825,0.5106,0.9209,0.9994
5,1138.0,0.26110878734622145,0.7513637190147329,-0.9979,-0.5423,0.6246,0.93915,0.9995
6,250.0,0.2624796,0.7104589662144734,-0.9887,-0.4799,0.5783499999999999,0.89415,0.9926
7,234.0,0.16608760683760684,0.7307455554128411,-0.9858,-0.6113000000000001,0.40364999999999995,0.88895,0.994
8,154.0,0.14486948051948054,0.7705652018938196,-0.9917,-0.7107749999999999,0.48975,0.8797,0.9975
9,223.0,-0.07907937219730941,0.6433632304766366,-0.9881,-0.6799,-0.0644,0.5238,0.9787
10,63.0,0.06233650793650794,0.7953762668723136,-0.9961,-0.8236,0.3071,0.85095,0.9903
11,238.0,0.4184840336134454,0.57481468927071,-0.9864,0.057675000000000004,0.62405,0.883375,0.9961
12,143.0,0.08230209790209791,0.6122797738570506,-0.9464,-0.4767,0.0,0.6486,0.9984
13,100.0,-0.009427,0.6644016796260368,-0.9914,-0.56765,-0.05485,0.6817500000000001,0.9826
14,75.0,0.3506386666666667,0.6209136955072488,-0.9534,-0.0434,0.6007,0.8781,0.9927
15,159.0,0.18478805031446546,0.6738100092215812,-0.9872,-0.42610000000000003,0.3612,0.80535,0.9852
16,160.0,0.236555,0.6375769965390246,-0.9952,-0.29075,0.37229999999999996,0.8064749999999999,0.9875
17,681.0,0.11570264317180617,0.7149402980167627,-0.9984,-0.5765,0.1927,0.8496,0.9992
